n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2,cluster
2,"I'm talking with a young Hispanic man. He's someone I know, or someone famous, Carlos Santana? This man is patient, loving, kind. ""You know, God loves you,"" he says. ""I suppose so,"" I say, ""if you accept that reality."" We continue talking.",vietnam_vet3.tsv,(2016-09-06),0.03502045,-0.2975053,0.18329373,-0.26367906,3
18,"My mother says, ""You never got a B.A., so you never got a good job."" I say, ""You never pushed us (my brother and I) the way other parents did. All you did was offer emotional support. You never taught us to be ambitious.""",vietnam_vet3.tsv,(2016-09-20),0.14101031,-0.19646105,-0.08736344,0.17803623,2
43,I'm young and in a crowded classroom of Russian schoolboys. We're annotating books for purposes of espionage and propaganda. Everyone watches as the teacher shows us how to jot down notes in an organized manner. Then we sing a Russian song. I don't speak the language so I try to lip synch the words by watching how the boys move their mouths. A boy next to me watches to make sure I'm singing. The teacher too. Everyone sings with enthusiasm.,vietnam_vet3.tsv,(2016-10-01),0.13634512,-0.3389344,-0.043537024,-0.023932045,3
54,"I'm walking in a place similar to New York's Central Park. I see two little girls, one wears a square-cut Central American blouse. I feel a kinship to her. Where did she obtain the beautiful vest? We talk. The older girl is antagonistic. I tease her playfully; she remains sullen.",vietnam_vet3.tsv,(2016-10-10),0.07016526,-0.28644082,-0.03825709,-0.13099532,0
58,"I'm on a beautiful tropical island with my brother and Melinda, a Honduran woman I traveled with in 1992. It's warm and sunny. Melinda is swimming in the aqua blue splashing surf. Does she know how lucky she is? The island will change when it becomes a resort.",vietnam_vet3.tsv,(2016-10-11),0.076083556,-0.25367516,-0.033914022,-0.11304823,0
76,"A dentist works on his patients. A sign reads, ""Bachman Natural Dentist."" A photographer snaps a picture of the sign.",vietnam_vet3.tsv,(2016-10-21),0.112965785,-0.4054904,-0.031508803,-0.17661867,0
93,"I meet My former girlfriend Karen outside Hulu, a popular cafe now located in a large busy mall. With three or four other people on her bike, we ride around inside the cafe. It's great fun, and I meet the actor Michael Cain. Dapper, dressed in a suit and tie, he takes a romantic interest in me. I let him know we can bicycle around the mall, but only as friends. After we ride, he parks the bike, blocking a busy walk way. I move the bike, and tell him to take the lock key. Cain kisses me on the back of the neck. I let it pass. We walk to dinner.",vietnam_vet3.tsv,(2016-10-31),0.03189754,-0.069489166,0.14186193,-0.061062638,3
109,"I'm on a WWII ammo ship. A Japanese artillery barrage rains down, detonates the ammo, which explodes from bow to stern. An enormous black cloud of thick billowing smoke wells up, obscuring the ruined vessel.",vietnam_vet3.tsv,(2016-11-08),0.00086618215,-0.19998011,-0.31549898,-0.20088254,0
113,"John N from Vietnam days and I are driving on a winding single lane country road. Overhead, a flat bright sky. A pond with geese to our right. I wonder if the geese fly to other bodies of water. John says yes. He says there's a pond on the other side of the road.",vietnam_vet3.tsv,(2016-11-09),0.07889833,-0.22237417,-0.08698268,-0.324777,0
119,"With another soldier, I'm walking in the woods, patrolling for Germans. A German civilian will not join us. This happens several times. A platoon wearing black uniforms comes in from patrol. I say, ""What's the status?"" When they ignore me I repeat the question, adding, ""We had activity. What's the status?"" The platoon forms a line. I turn to Walter and ask, ""What's with actor Nick Nolte?"" A reporter present resembles the actor. The black clad soldiers wipe down their weapons. I wonder whether to point my M16 barrel up or down. A ceremony will be held for having bested another unit; the platoon will receive a star.",vietnam_vet3.tsv,(2016-11-15),0.026391502,-0.32726824,-0.020954864,-0.14096488,0
135,"With other people, I'm on the roof of a building watching an anti-war rally unfold. The street marchers hold placards. One protester holds a painting. Everyone chants anti-war slogans. I'm happy. I'm clapping my hands to the beat of the chants. I'm encouraging everyone to do the same.",vietnam_vet3.tsv,(2016-11-29),0.049194142,-0.33918095,-0.19786768,-0.22847068,0
141,"Having just finished acting in a Greek play, naked, I walk across a room populated by several spectators. A distinguished looking older woman with long white hair, garbed in white, addresses me. ""Mr. X,"" she says, ""except for one small detail, it was a successful performance. If you had omitted the part about the bull with no ears...""She is kind but direct in her faithful critique.",vietnam_vet3.tsv,(2016-12-06),0.022250619,-0.25400743,0.07175495,-0.1851257,3
142,"I'm walking down the street with a young black woman. She is pretty, upbeat, and wears her hair in a large Afro. ""You walk fast,"" I say to her, ""but he walks faster."" Ahead of us walks Mr. Rogers of TV fame.",vietnam_vet3.tsv,(2016-12-06),0.054795433,-0.27561638,0.057585917,-0.2900887,3
152,"During a mortar attack, I'm in my bedroom at the house on Highland Place. As the shells drop closer and closer, I wonder, ""Where will it hit? Where?"" I try to squeeze myself into the earth. I try to disappear. Somehow, I'm in radio contact with my Vietnam friend John N. Neither of us is shouting or afraid. As we talk, I hear the shells falling by him. When the attack is over, I find a two-foot piece of shiny purple plastic with the US Air Force emblem--the tail end of a cold war jet. John N. says it's from an American surveillance plane. ""A real souvenir,"" he says.",vietnam_vet3.tsv,(2016-12-15),0.025294725,-0.075041205,-0.11445856,-0.20159805,0
153,"In the American west, actor-producer Robert De Niro leads another man in destroying a large amount of territory. They stand in front of a tall mesa, where the water soaked earth at its base has begun to collapse. De Nero tells the man to move closer, to complete the decay. As he does so, the muddy soil, like a melting glacier, suddenly buckles, creating an earthen avalanche that threatens to swallow the two men, who run for their lives.",vietnam_vet3.tsv,(2016-12-16),0.106821135,-0.09780516,0.061134633,-0.21484919,0
161,"With several friends, I'm watching hawks ride the thermals. Suddenly the great birds shift their bodies, tilt back until upright, like the eagles on the reverse side of Washington quarters. I say to my friends, ""Look, it's like they're hovering."" There is something about these two hawks; they have intelligence. I fly up towards them, but the hawks, hovering in the clouds, or vertically flying fast, stay out of reach.",vietnam_vet3.tsv,(2016-12-22),0.041475788,-0.30427,-0.08618996,-0.20064944,0
169,"A woman asks me about my first social work internship after graduating from social work school in 1984. I tell her that given the particular type of patient it was remedial casework. She asks if the agency is still the same. I tell her it's probably different now, but when I was there, ""I could have been wiping assholes.""",vietnam_vet3.tsv,(2016-12-28),0.034270637,-0.22170132,-0.13608636,0.16394001,2
178,"While riding up an escalator in a busy department store I see Justina, pretty, carefree, she waves hello; approaching to talk, she looks at my forehead. ""Do you have baby stains?"" she asks. What does she mean? Bird droppings? My own excrement, or that of someone else? As J smiles, I behold the elegant halo of her curly brown hair, the allure of her clear almond eyes, her maiden-like skin and lips. By the tone of her voice, the touch of her hand, she is radiant, loving and maternal as she dabs away the thing upon me.",vietnam_vet3.tsv,(2017-01-04),0.056178983,-0.19272639,0.07862226,-0.17779288,3
180,"I've turned off a wearable blood monitor. My cell phones rings. It's L the receptionist at the VA clinic in the town I lived in from 2001 to 2012. ""Have you been using your blood monitor?"" she asks. ""No. I had it turned off,"" and I tell her the reason. ""I'll be turning it on soon."" I say these things aloud, while sleeping.",vietnam_vet3.tsv,(2017-01-05),0.08066392,-0.18522438,-0.1632603,0.023543106,2
181,"I'm at a museum with a Chinese woman. We're admiring a beautiful red and green abstract painting. She asks me what it's about. I tell her the subject is Quan Yin, and that many people misunderstand her, thinking she is... ""...Old,"" says the Chinese woman. ""But she's not old,"" I say. ""She's infinite."" Upon reflection I say, ""And old, too."" The Chinese woman smiles. All these things I say aloud upon waking.",vietnam_vet3.tsv,(2017-01-05),0.028982531,-0.26406446,-0.036352452,-0.19990085,3
182,"At the last stop I get off a large black city bus, walk around it, and witness a curious site. A young woman, somewhat flat-chested, similar to last night's waitress, reunites with two children, who emerge from the forest. They've broken free from their captor, who staggers about. The tearful woman embraces the children, kisses them. I imagine kissing this woman; despite her small breasts, she's caring and strong.",vietnam_vet3.tsv,(2017-01-05),0.0952359,-0.11474055,0.11963934,-0.24632774,3
